RARNUM,StreetAddr,ZIP5,UseCode,YearBuilt,SQFTmain,Units,TotalVal
5502003069,"345 S ALEXANDRIA AVE, 224",90020,Residential,1989,980,1,378000
5501023003,364 S WESTMORELAND AVE,90020,Residential,1923,2675,1,109527
5502001123,"320 S ARDMORE AVE, NO 333",90020,Residential,1973,378,1,129206
5502002014,331 S MARIPOSA AVE,90020,Residential,1932,6393,11,480838
5502001082,"320 S ARDMORE AVE, NO 228",90020,Residential,1973,368,1,152000
5502001107,"320 S ARDMORE AVE, NO 317",90020,Residential,1973,368,1,152000
5502001111,"320 S ARDMORE AVE, NO 321",90020,Residential,1973,381,1,86343
5502003027,"345 S ALEXANDRIA AVE, 108",90020,Residential,1989,560,1,170943
5502001080,"320 S ARDMORE AVE, NO 226",90020,Residential,1973,580,1,139000
5502001097,"320 S ARDMORE AVE, 306",90020,Residential,1973,566,1,87695
5502001114,"320 S ARDMORE AVE, NO 324",90020,Residential,1973,580,1,89953
5502003024,"345 S ALEXANDRIA AVE, 105",90020,Residential,1989,830,1,216678
5502003037,"345 S ALEXANDRIA AVE, 118",90020,Residential,1989,830,1,253363
5502001117,"320 S ARDMORE AVE, 327",90020,Residential,1973,381,1,72016
5502001124,"320 S ARDMORE AVE, NO 334",90020,Residential,1973,580,1,90370
5502003053,"345 S ALEXANDRIA AVE, 208",90020,Residential,1989,560,1,170943
5502003076,"345 S ALEXANDRIA AVE, 305",90020,Residential,1989,830,1,253363
5502001116,"320 S ARDMORE AVE, 326",90020,Residential,1973,580,1,229000
5502003111,"345 S ALEXANDRIA AVE, PH 14",90020,Residential,1989,930,1,283889
5502003118,"345 S ALEXANDRIA AVE, PH 21",90020,Residential,1989,640,1,195361
5502004002,350 S ALEXANDRIA AVE,90020,Residential,1950,5439,6,1054767
5502003048,"345 S ALEXANDRIA AVE, 203",90020,Residential,1989,760,1,231993
5502003081,"345 S ALEXANDRIA AVE, 310",90020,Residential,1989,880,1,268626
5502003116,"345 S ALEXANDRIA AVE, PH 19",90020,Residential,1989,570,1,173994
5502008018,330 S NEW HAMPSHIRE AVE,90020,Residential,1964,41869,54,2178671
5502003108,"345 S ALEXANDRIA AVE, PH 11",90020,Residential,1989,860,1,262521
5502005028,"360 S KENMORE AVE, NO 106",90020,Residential,1965,751,1,106727
5502005042,"360 S KENMORE AVE, APT 0210",90020,Residential,1965,603,1,151000
5502006001,304 S CATALINA ST,90020,Commercial,1930,11272,0,329554
5502012008,406 S KENMORE AVE,90020,Commercial,1968,0,0,1003312
5502013047,"425 S KENMORE AVE, APT  207",90020,Residential,1963,682,1,198000
5502003050,"345 S ALEXANDRIA AVE, 205",90020,Residential,1989,830,1,253363
5502006024,341 S BERENDO ST,90020,Residential,1987,34305,42,7428573
5502003059,"345 S ALEXANDRIA AVE, 214",90020,Residential,1989,930,1,283889
5502007001,3578 W 3RD ST,90020,Commercial,1951,8019,1,1623762
5502012019,434 S KENMORE AVE,90020,Residential,1961,34938,41,2369010
5502013042,"425 S KENMORE AVE, APT  211",90020,Residential,1963,696,1,194337
5502005048,"360 S KENMORE AVE, APT 0306",90020,Residential,1965,751,1,195000
5502006019,311 S BERENDO ST,90020,Residential,1922,4248,4,920000
5502008005,3333 W 4TH ST,90020,Residential,1926,62532,65,2394168
5502010021,407 S NEW HAMPSHIRE AVE,90020,Institutional,1925,27934,0,1296680
5502013001,3575 W 5TH ST,90020,Residential,1957,13511,20,1098594
5502014012,435 S ALEXANDRIA AVE,90020,Residential,1927,36260,49,5426431
5502003067,"345 S ALEXANDRIA AVE, 222",90020,Residential,1989,580,1,200000
5502004003,336 S ALEXANDRIA AVE,90020,Residential,1957,25334,33,1355185
5502005037,"360 S KENMORE AVE, APT 0205",90020,Residential,1965,796,1,39950
5502009011,459 S VERMONT AVE,90020,Commercial,1970,1901,0,1632136
5502010017,431 S NEW HAMPSHIRE AVE,90020,Residential,1921,5520,4,124354
5502013034,"425 S KENMORE AVE, APT  201",90020,Residential,1963,467,1,74182
5502004007,300 S ALEXANDRIA AVE,90020,Commercial,1956,12070,20,748133
5502011005,430 S CATALINA ST,90020,Residential,1952,8320,12,777291
5502015006,424 S NORMANDIE AVE,90020,Commercial,1958,0,0,343914
5502003091,"345 S ALEXANDRIA AVE, 320",90020,Residential,1989,560,1,170943
5502003104,"345 S ALEXANDRIA AVE, PH 07",90020,Residential,1989,560,1,170943
5502013024,"425 S KENMORE AVE, APT  105",90020,Residential,1963,1007,1,146881
5502019006,514 S MARIPOSA AVE,90020,Residential,1960,12294,19,533323
5502005039,"360 S KENMORE AVE, UNIT  17",90020,Residential,1965,806,1,109276
5502012012,439 S CATALINA ST,90020,Residential,1957,11506,18,747875
5502020004,516 S ALEXANDRIA AVE,90020,Residential,1965,17745,25,751198
5502004009,317 S KENMORE AVE,90020,Residential,1957,14539,22,1742684
5502005023,"360 S KENMORE AVE, NO 101",90020,Residential,1965,1070,1,136599
5502007002,310 S BERENDO ST,90020,Industrial,1925,9000,0,719083
5502010004,420 S BERENDO ST,90020,Residential,1920,5664,4,653201
5502011003,420 S CATALINA ST,90020,Residential,1964,9276,20,633032
5502013010,407 S KENMORE AVE,90020,Residential,1927,23096,40,3290000
5502014004,430 S MARIPOSA AVE,90020,Residential,1959,12544,16,1132800
5502018025,540 S NORMANDIE AVE,90020,Residential,2012,80565,66,19340107
5502003121,"345 S ALEXANDRIA AVE, PH24",90020,Residential,1989,980,1,299152
5502008007,341 S VERMONT AVE,90020,Commercial,2000,6116,0,990315
5502008009,333 S VERMONT AVE,90020,Commercial,1946,0,0,45347
5501014904, ,0, ,0,0,0,0
5501014902, ,0, ,0,0,0,0
5502011022,447 S BERENDO ST,90020,Residential,1971,36704,45,2761110
5502020011,531 S KENMORE AVE,90020,Residential,1926,15672,27,2220000
5502003119,"345 S ALEXANDRIA AVE, PH 22",90020,Residential,1989,580,1,177047
5502005030,"360 S KENMORE AVE, APT 0108",90020,Residential,1965,454,1,112708
5502008015,301 S VERMONT AVE,90020,Commercial,1923,18304,0,478009
5502009002,408 S NEW HAMPSHIRE AVE,90020,Residential,1939,5791,10,743936
5502013043,"425 S KENMORE AVE, APT  212",90020,Residential,1963,696,1,185565
5502018012,523 S MARIPOSA AVE,90020,Residential,1964,15502,24,1370568
5502021010,519 S CATALINA ST,90020,Residential,1923,5704,4,703178
5502005021,340 S KENMORE AVE,90020,Residential,1965,45345,54,3447951
5502021032,"540 S KENMORE AVE, NO   404",90020,Residential,2009,1250,1,449403
5502021046,"540 S KENMORE AVE, NO   606",90020,Residential,2009,1280,1,556525
5502008008,333 S VERMONT AVE,90020,Commercial,1946,0,0,104154
5502018009,501 S MARIPOSA AVE,90020,Residential,1963,20399,24,2837825
5502020010,525 S KENMORE AVE,90020,Residential,1957,10358,16,339171
5502021018,"540 S KENMORE AVE, NO   202",90020,Residential,2009,1770,1,543464
5502021052,"540 S KENMORE AVE, NO   706",90020,Residential,2009,1280,1,512109
5502020007,501 S KENMORE AVE,90020,Residential,1964,22539,30,1128233
5502021001,3421 W 6TH ST,90020,Commercial,0,0,0,2181857
5502022071,"525 S BERENDO ST, 315",90020,Residential,1991,894,1,285358
5502023095,"500 S BERENDO ST, NO   409",90020,Residential,1992,939,1,345000
5502023102,"500 S BERENDO ST, NO   416",90020,Residential,1992,1088,1,317810
5502010028,445 S NEW HAMPSHIRE AVE,90020,Residential,1969,74508,104,7088921
5502011009,454 S CATALINA ST,90020,Residential,1928,26160,48,4121121
5502013054,"425 S KENMORE AVE, APT  309",90020,Residential,1963,660,1,59540
5502014013,443 S ALEXANDRIA AVE,90020,Residential,1956,10220,17,1798126
5502023071,"500 S BERENDO ST, NO   305",90020,Residential,1992,744,1,165450
5502018022,"510 S NORMANDIE AVE, APT 0108",90020,Residential,1968,27477,40,5356256
5502021008,503 S CATALINA ST,90020,Residential,1938,17365,12,470573
5502023033,"500 S BERENDO ST, NO   109",90020,Residential,1992,980,1,354000
5502024016, ,0,Residential,0,0,0,156
5502024021,3223 W 6TH ST,90020,Commercial,2009,2580,0,182895
5502019017,535 S ALEXANDRIA AVE,90020,Residential,1965,68931,106,8844350
5502021013,537 S CATALINA ST,90020,Residential,1948,10040,15,584808
5502021039,"540 S KENMORE AVE, NO   505",90020,Residential,2009,1890,1,655000
5502023086,"500 S BERENDO ST, NO   320",90020,Residential,1992,1102,1,378065
5502021023,"540 S KENMORE AVE, NO   301",90020,Residential,2009,1270,1,431951
5502022039,"525 S BERENDO ST, 115",90020,Residential,1991,933,1,281031
5502022046,"525 S BERENDO ST, 206",90020,Residential,1991,867,1,187509
5502023063,"500 S BERENDO ST, NO   218",90020,Residential,1992,1065,1,284199
5502023070,"500 S BERENDO ST, NO   304",90020,Residential,1992,790,1,166579
5502015008,401 S MARIPOSA AVE,90020,Residential,1955,29283,56,1616595
5502021005,516 S KENMORE AVE,90020,Residential,1962,18093,24,1266086
5502021044,"540 S KENMORE AVE, NO   604",90020,Residential,2009,1250,1,491207
5502022053,"525 S BERENDO ST, 213",90020,Residential,1991,889,1,259913
5502024039,"3223 W 006 ST, NO   302",90020,Residential,2009,1530,1,489117
5502024052,"3223 W 006 ST, NO   403",90020,Residential,2009,1690,1,547643
5502019005,518 S MARIPOSA AVE,90020,Commercial,1948,6006,25,480568
5502022026,"525 S BERENDO ST, 102",90020,Residential,1991,867,1,342000
5502022060,"525 S BERENDO ST, 304",90020,Residential,1991,867,1,200349
5502023042,"500 S BERENDO ST, NO   118",90020,Residential,1992,1050,1,247976
5502024061,"3223 W 006 ST, NO   412",90020,Residential,2009,1130,1,330635
5502024078,"3223 W 006 ST, NO   605",90020,Residential,2009,1740,1,623937
5502023044,"500 S BERENDO ST, NO   120",90020,Residential,1992,988,1,357000
5502023053,"500 S BERENDO ST, NO   208",90020,Residential,1992,995,1,365000
5502023078,"500 S BERENDO ST, NO   312",90020,Residential,1992,1201,1,373457
5502024059,"3223 W 006 ST, NO   410",90020,Residential,2009,1430,1,421194
5502020002,528 S ALEXANDRIA AVE,90020,Residential,1992,29396,35,2426441
5502022070,"525 S BERENDO ST, 314",90020,Residential,1991,867,1,275881
5502019008,500 S MARIPOSA AVE,90020,Residential,1954,16096,20,1565163
5502022027,"525 S BERENDO ST, 103",90020,Residential,1991,887,1,229925
5502022044,"525 S BERENDO ST, 204",90020,Residential,1991,867,1,311467
5502022078,"525 S BERENDO ST, 406",90020,Residential,1991,1051,1,142279
5502023073,"500 S BERENDO ST, NO   307",90020,Residential,1992,1087,1,313787
5502023075,"500 S BERENDO ST, NO   309",90020,Residential,1992,978,1,237396
5502024028,"3223 W 006 ST, NO   203",90020,Residential,2009,1690,1,445714
5502021029,"540 S KENMORE AVE, NO   401",90020,Residential,2009,1270,1,480756
5502022047,"525 S BERENDO ST, 207",90020,Residential,1991,913,1,150892
5502022090, ,0,Commercial,0,0,0,3500000
5502023046,"500 S BERENDO ST, NO   201",90020,Residential,1992,1000,1,234986
5502024116,"3223 W 006 ST, NO  1103",90020,Residential,2009,1540,1,723223
5502025013,608 S NEW HAMPSHIRE AVE,90005,Commercial,1959,8192,0,3306131
5502022061,"525 S BERENDO ST, 305",90020,Residential,1991,887,1,348000
5502024060,"3223 W 006 ST, NO   411",90020,Residential,2009,1380,1,421194
5502027011,616 S CATALINA ST,90005,Residential,0,6192,13,465864
5502027052,"625 S BERENDO ST, 306",90005,Residential,2005,1360,1,324599
5502024063,"3223 W 006 ST, NO   502",90020,Residential,2009,1530,1,510019
5502024114,"3223 W 006 ST, NO  1101",90020,Residential,2009,1280,1,494384
5502027010,3325 WILSHIRE BLVD,90010,Commercial,1955,214960,0,16721942
5502027032,"625 S BERENDO ST, 111",90005,Residential,2005,1400,1,465000
5502021047,"540 S KENMORE AVE, NO   701",90020,Residential,2009,1270,1,533012
5502022063,"525 S BERENDO ST, 307",90020,Residential,1991,913,1,196164
5502023103,"500 S BERENDO ST, NO   417",90020,Residential,1992,1050,1,377000
5502024041,"3223 W 006 ST, NO   304",90020,Residential,2009,1690,1,531967
5502024043,"3223 W 006 ST, NO   306",90020,Residential,2009,1780,1,531757
5502024107,"3223 W 006 ST, NO  1002",90020,Residential,2009,1670,1,679330
5502026022,638 S BERENDO ST,90005,Commercial,0,0,0,1905749
5502026024,603 S NEW HAMPSHIRE AVE,90005,Commercial,1974,39799,90,8053597
5502027071,"625 S BERENDO ST, 412",90005,Residential,2005,1340,1,450000
5502022073,"525 S BERENDO ST, 401",90020,Residential,1991,1043,1,242755
5502023047,"500 S BERENDO ST, NO   202",90020,Residential,1992,1176,1,259089
5502024040,"3223 W 006 ST, NO   303",90020,Residential,2009,1690,1,470304
5502024108,"3223 W 006 ST, NO  1003",90020,Residential,2009,1670,1,674104
5502022086,"525 S BERENDO ST, 414",90020,Residential,1991,1051,1,318761
5502024070,"3223 W 006 ST, NO   509",90020,Residential,2009,1290,1,419088
5502024071,"3223 W 006 ST, NO   510",90020,Residential,2009,1290,1,550000
5502024092,"3223 W 006 ST, NO   803",90020,Residential,2009,1670,1,653201
5502024099,"3223 W 006 ST, NO   902",90020,Residential,2009,1670,1,647638
5502027056,"625 S BERENDO ST, 310",90005,Residential,2005,1260,1,455000
5502027063,"625 S BERENDO ST, 404",90005,Residential,2005,1250,1,389605
5502027070,"625 S BERENDO ST, 411",90005,Residential,2005,1360,1,368866
5502029034,"631 S KENMORE AVE, 106",90005,Residential,1984,1199,1,360000
5502024075,"3223 W 006 ST, NO   602",90020,Residential,2009,1670,1,679330
5502024109,"3223 W 006 ST, NO  1004",90020,Residential,2009,1650,1,849761
5502027039,"625 S BERENDO ST, 206",90005,Residential,2005,1360,1,467466
5502027046,"625 S BERENDO ST, 213",90005,Residential,2005,1200,1,291000
5502030014,3435 WILSHIRE BLVD,90010,Commercial,1968,777581,0,41187523
5502031012,603 S MARIPOSA AVE,90005,Commercial,1925,7200,8,3857420
5502024115,"3223 W 006 ST, NO  1102",90020,Residential,2009,1540,1,729495
5502027054,"625 S BERENDO ST, 308",90005,Residential,2005,1200,1,276650
5502027061,"625 S BERENDO ST, 402",90005,Residential,2005,1230,1,336955
5502028009,"3434 W 6TH ST, # 300",90020,Commercial,1958,26550,0,1085924
5503004037,"332 S OXFORD AVE, 303",90020,Residential,2008,1540,1,557519
5502024089,"3223 W 006 ST, NO   708",90020,Residential,2009,1490,1,456195
5502027060,"625 S BERENDO ST, 401",90005,Residential,2005,1440,1,349398
5503004009,314 S OXFORD AVE,90020,Residential,1963,10220,10,522332
5502027095,"625 S BERENDO ST, 610",90005,Residential,2005,1460,1,315521
5502029052,"631 S KENMORE AVE, 406",90005,Residential,1984,1199,1,290983
5503003005,324 S WESTERN AVE,90020,Commercial,1929,8350,0,1513258
5502027057,"625 S BERENDO ST, 311",90005,Residential,2005,1360,1,430698
5502027075,"625 S BERENDO ST, 503",90005,Residential,2005,1210,1,331689
5502028019,3333 WILSHIRE BLVD,90010,Commercial,1981,269317,0,20060867
5502029039,"631 S KENMORE AVE, 205",90005,Residential,1984,1316,1,200606
5503004004,344 S OXFORD AVE,90020,Residential,1966,9880,10,739082
5502027098,"625 S BERENDO ST, 613",90005,Residential,2005,1370,1,453000
5502032016,610 S ARDMORE AVE,90005,Commercial,1962,30452,0,5200000
5503003006,320 S WESTERN AVE,90020,Commercial,1991,0,0,381830
5503004031,"332 S OXFORD AVE, 203",90020,Residential,2008,1540,1,477949
5502027084,"625 S BERENDO ST, 512",90005,Residential,2005,1340,1,450000
5503004034,"332 S OXFORD AVE, 206",90020,Residential,2008,1610,1,491206
5503005006,326 S SERRANO AVE,90020,Residential,1961,9948,10,776542
5503008019,"332 S KINGSLEY DR, 101",90020,Residential,1991,1075,1,305364
5502027034,"625 S BERENDO ST, 201",90005,Residential,2005,1440,1,378173
5502029046,"631 S KENMORE AVE, 306",90005,Residential,1984,1199,1,330000
5503005032,"332 S SERRANO AVE, 9",90020,Residential,2006,1360,1,381468
5503008020,"332 S KINGSLEY DR, 102",90020,Residential,1991,1347,1,239686
5502025007,3201 WILSHIRE BLVD,90010,Commercial,1997,3233,0,3200573
5502027087,"625 S BERENDO ST, 602",90005,Residential,2005,1400,1,450000
5503006038,"315 S HARVARD BLVD, 205",90020,Residential,1988,910,1,281270
5503007014,320 S HARVARD BLVD,90020,Residential,1962,9762,10,1600000
5502029032,"631 S KENMORE AVE, 104",90005,Residential,1984,1283,1,297142
5503004015,321 S SERRANO AVE,90020,Residential,1915,3494,1,900000
5503005011,4200 W 3RD ST,90020,Commercial,1972,3770,0,684190
5503007009,301 S KINGSLEY DR,90020,Commercial,1925,5784,0,1159825
5503007011,300 S HARVARD BLVD,90020,Commercial,1912,3472,0,927860
5503006033,"315 S HARVARD BLVD, 110",90020,Residential,1988,953,1,214802
5503010046,"431 S KINGSLEY DR, NO 305",90020,Residential,1983,1538,1,303085
5502027086,"625 S BERENDO ST, 601",90005,Residential,2005,1590,1,513000
5503004030,"332 S OXFORD AVE, 202",90020,Residential,2008,1480,1,527785
5503006005,331 S HARVARD BLVD,90020,Residential,1964,9046,10,313103
5503007004,339 S KINGSLEY DR,90020,Residential,1913,5160,1,581467
5503008024,"332 S KINGSLEY DR, 201",90020,Residential,1991,1075,1,283279
5503010033,"431 S KINGSLEY DR, NO 108",90020,Residential,1983,1199,1,154301
5503004018,337 S SERRANO AVE,90020,Residential,1959,9676,11,676061
5503006042,"315 S HARVARD BLVD, 209",90020,Residential,1988,741,1,225000
5503007010,4110 W 3RD ST,90020,Commercial,1923,1216,1,405935
5503009017,401 S ARDMORE AVE,90020,Residential,1971,67218,84,4316251
5502027078,"625 S BERENDO ST, 506",90005,Residential,2005,1360,1,379112
5503005003,344 S SERRANO AVE,90020,Residential,1961,9536,10,330368
5503004012,4250 W 3RD ST,90020,Commercial,1951,7475,0,1159828
5503005027,"332 S SERRANO AVE, 4",90020,Residential,2006,1180,1,426929
5503006003,341 S HARVARD BLVD,90020,Residential,1964,9078,10,626639
5503010031,"431 S KINGSLEY DR, NO 105",90020,Residential,1983,1174,1,301361
5503010038,"431 S KINGSLEY DR, NO 205",90020,Residential,1983,1340,1,367000
5503006006,325 S HARVARD BLVD,90020,Residential,1911,2175,1,512315
5503008021,"332 S KINGSLEY DR, 103",90020,Residential,1991,1535,1,388786
5503006035,"315 S HARVARD BLVD, 202",90020,Residential,1988,741,1,132621
5503006036,"315 S HARVARD BLVD, 203",90020,Residential,1988,741,1,132691
5503006053,"345 S HARVARD BL, 401",90020,Residential,2006,2050,1,576601
5503010025,401 S KINGSLEY DR,90020,Residential,1972,66780,84,9631529
5503019003,542 S WESTERN AVE,90020,Commercial,1951,0,0,578948
5503012006,426 S SERRANO AVE,90020,Residential,1916,4568,1,590732
5503021004,540 S SERRANO AVE,90020,Residential,1956,9979,12,676043
5503005029,"332 S SERRANO AVE, 6",90020,Residential,2006,1360,1,496000
5503005024,"332 S SERRANO AVE, 1",90020,Residential,2006,1180,1,352749
5503010027,"431 S KINGSLEY DR, NO 101",90020,Residential,1983,1204,1,164048
5503013009,408 S OXFORD AVE,90020,Residential,1917,3576,1,997000
5503020006,535 S SERRANO AVE,90020,Residential,1958,9312,14,1095595
5503026008,618 S HARVARD BLVD,90005,Commercial,1993,55903,71,12295569
5503020022,3851 W 6TH ST,90020,Commercial,1917,7789,0,696460
5503021022,515 S HOBART BLVD,90020,Residential,1981,16368,11,3375254
5503019001,3923 W 6TH ST,90020,Commercial,1926,31914,0,3030857
5503024004,540 S KINGSLEY DR,90020,Residential,0,0,0,2048468
5503012017,439 S HOBART BLVD,90020,Residential,1970,17064,20,890640
5503008027,"332 S KINGSLEY DR, 205",90020,Residential,1991,1107,1,251135
5503012004,438 S SERRANO AVE,90020,Residential,1916,3658,1,691160
5503024006,3671 W 6TH ST,90020,Commercial,1939,8554,0,1074690
5503010030,"431 S KINGSLEY DR, NO 104",90020,Residential,1983,1249,1,338000
5503019021,508 S WESTERN AVE,90020,Commercial,1995,650,1,326374
5503022008,554 S HOBART BLVD,90020,Commercial,0,0,0,1825000
5503028007,608 S SERRANO AVE,90005,Commercial,0,0,0,1180369
5503010032,"431 S KINGSLEY DR, NO 106",90020,Residential,1983,1174,1,255849
5503011026,451 S HARVARD BLVD,90020,Residential,1972,122396,156,7368114
5503019019,543 S OXFORD AVE,90020,Residential,1965,35089,42,6166227
5503028009,607 S HOBART BLVD,90005,Commercial,1919,7498,0,974719
5503020013,515 S SERRANO AVE,90020,Residential,1956,9256,12,1442269
5503023009,502 S HARVARD BLVD,90020,Institutional,1916,4862,1,789741
5503023064,"514 S HARVARD BLVD, NO 209",90020,Residential,1961,770,1,247000
5503024208,"520 S KINGSLEY DR, 306",90020,Residential,2007,1550,1,551507
5503024222,"520 S KINGSLEY DR, 507",90020,Residential,2007,1770,1,672000
5503013016, ,0,Residential,2002,3247,1,827031
5503020015,525 S SERRANO AVE,90020,Residential,1970,17280,24,1367446
5503022020,515 S HARVARD BLVD,90020,Residential,1988,37414,44,2657243
5503025012,3545 WILSHIRE BLVD,90010,Commercial,1957,69300,0,7675713
5503030052,"3785 WILSHIRE BLVD, NO   810",90010,Residential,2009,1390,1,541004
5503030067,"3785 WILSHIRE BLVD, NO  1001",90010,Residential,2009,1700,1,765459
5503023054,"514 S HARVARD BLVD, NO 107",90020,Residential,1961,1242,1,237758
5503029017,3731 WILSHIRE BLVD,90010,Commercial,1970,200481,0,14381658
5503030070,"3785 WILSHIRE BLVD, NO  1004",90010,Residential,2009,1400,1,511290
5503023014,527 S KINGSLEY DR,90020,Residential,1970,22721,36,1399679
5503025007,610 S KINGSLEY DR,90005,Commercial,0,3600,0,1167748
5503030056,"3785 WILSHIRE BLVD, NO   902",90010,Residential,2009,1700,1,810801
5503030063,"3785 WILSHIRE BLVD, NO   909",90010,Residential,2009,1390,1,501555
5503030110,"3785 WILSHIRE BLVD, NO  1508",90010,Residential,2009,1360,1,635270
5503030111,"3785 WILSHIRE BLVD, NO  1509",90010,Residential,2009,1390,1,817702
5503020011,505 S SERRANO AVE,90020,Residential,1956,10036,14,1301415
5503030062,"3785 WILSHIRE BLVD, NO   908",90010,Residential,2009,1360,1,607738
5503030091,"3785 WILSHIRE BLVD, NO  1201",90010,Residential,2009,1730,1,787558
5503024213,"520 S KINGSLEY DR, 404",90020,Residential,2007,990,1,424000
5503030030,"3785 WILSHIRE BLVD, NO   206",90010,Residential,2009,1920,1,459788
5503030066,"3785 WILSHIRE BLVD, NO   912",90010,Residential,2009,1690,1,878972
5503030080,"3785 WILSHIRE BLVD, NO  1102",90010,Residential,2009,1700,1,821329
5503024221,"520 S KINGSLEY DR, 506",90020,Residential,2007,2290,1,822000
5503030017,3751 WILSHIRE BLVD,90010,Commercial,2000,16775,1,10929371
5503030065,"3785 WILSHIRE BLVD, NO   911",90010,Residential,2009,1690,1,900895
5503030145,"3785 WILSHIRE BLVD, NO  1807",90010,Residential,2009,1360,1,727286
5503028008,3824 W 6TH ST,90020,Commercial,1928,6314,0,418152
5503030139,"3785 WILSHIRE BLVD, NO  1801",90010,Residential,2009,1730,1,843812
5503030164,"3785 WILSHIRE BLVD, NO  2002",90010,Residential,2009,1700,1,985453
5503030106,"3785 WILSHIRE BLVD, NO  1504",90010,Residential,2009,1400,1,522360
5503030179,"3785 WILSHIRE BLVD, NO  2105",90010,Residential,2009,1430,1,728291
5503030051,"3785 WILSHIRE BLVD, NO   809",90010,Residential,2009,1390,1,511802
5503030068,"3785 WILSHIRE BLVD, NO  1002",90010,Residential,2009,1700,1,729536
5503030102,"3785 WILSHIRE BLVD, NO  1212",90010,Residential,2009,1690,1,891528
5503030150,"3785 WILSHIRE BLVD, NO  1812",90010,Residential,2009,1690,1,983443
5503030203,"3785 WILSHIRE BLVD, NO  2305",90010,Residential,2009,3020,1,1593812
5503030049,"3785 WILSHIRE BLVD, NO   807",90010,Residential,2009,1360,1,658960
5503030147,"3785 WILSHIRE BLVD, NO  1809",90010,Residential,2009,1390,1,610800
5503030206,"3785 WILSHIRE BLVD, NO  PH-2",90010,Residential,2009,2810,1,1845000
5503030061,"3785 WILSHIRE BLVD, NO   907",90010,Residential,2009,1360,1,650065
5503030092,"3785 WILSHIRE BLVD, NO  1202",90010,Residential,2009,1700,1,825731
5503030143,"3785 WILSHIRE BLVD, NO  1805",90010,Residential,2009,1430,1,704945
5503030160,"3785 WILSHIRE BLVD, NO  1910",90010,Residential,2009,1390,1,641901
5503030193,"3785 WILSHIRE BLVD, NO  2207",90010,Residential,2009,1360,1,772491
5503030114,"3785 WILSHIRE BLVD, NO  1512",90010,Residential,2009,1690,1,933437
5503030157,"3785 WILSHIRE BLVD, NO  1907",90010,Residential,2009,1360,1,730300
5503030117,"3785 WILSHIRE BLVD, NO  1603",90010,Residential,2009,1430,1,532295
5503030202,"3785 WILSHIRE BLVD, NO  2304",90010,Residential,2009,2460,1,1933738
5503030197,"3785 WILSHIRE BLVD, NO  2211",90010,Residential,2009,1690,1,1043000
5503030148,"3785 WILSHIRE BLVD, NO  1810",90010,Residential,2009,1390,1,631171
5503030161,"3785 WILSHIRE BLVD, NO  1911",90010,Residential,2009,1690,1,1090062
5503030194,"3785 WILSHIRE BLVD, NO  2208",90010,Residential,2009,1360,1,714227
5503030195,"3785 WILSHIRE BLVD, NO  2209",90010,Residential,2009,1390,1,667013
5503030189,"3785 WILSHIRE BLVD, NO  2203",90010,Residential,2009,1430,1,631855
5503030207,"3785 WILSHIRE BLVD, NO  PH-3",90010,Residential,2009,2400,1,1895000
5503030204,"3785 WILSHIRE BLVD, NO  2306",90010,Residential,2009,3020,1,1555142
5503030211,3785 WILSHIRE BLVD,90010,Commercial,2009,29864,1,16908478
5517005032,222 N WESTERN AVE,90004,Commercial,1969,4123,0,1009409
5517006010,131 S OXFORD AVE,90004,Residential,1957,5580,11,312211
5517010003,141 N SERRANO AVE,90004,Residential,1918,2604,1,208286
5517006012,121 S OXFORD AVE,90004,Residential,1957,5230,9,1272000
5517008030,245 S SERRANO AVE,90004,Residential,1971,43385,53,1525838
5517005004,128 N WESTERN AVE,90004,Commercial,1914,2796,2,444487
5517006031,150 S WESTERN AVE,90004,Commercial,1948,7824,2,1323827
5517008002,207 S SERRANO AVE,90004,Residential,1911,2578,1,553915
5517009021,103 S SERRANO AVE,90004,Residential,1920,2034,1,641000
5517011005,210 N SERRANO AVE,90004,Residential,1917,1476,1,238038
5517005002,204 N WESTERN AVE,90004,Commercial,1921,3500,1,1345047
5517005016,207 N OXFORD AVE,90004,Residential,1927,21880,32,2461123
5517006030,138 S WESTERN AVE,90004,Commercial,1960,5820,2,686837
5517008007,"233 S SERRANO AVE, APT #1",90004,Residential,1962,7048,8,797888
5517011002,224 N SERRANO AVE,90004,Institutional,1919,4068,1,505094
5517009014,139 S SERRANO AVE,90004,Residential,1910,1897,1,230275
5517010011,103 N SERRANO AVE,90004,Institutional,1912,2864,1,800278
5517011014,4450 BEVERLY BLVD,90004,Commercial,1941,775,2,91558
5517012014,168 S SERRANO AVE,90004,Residential,1913,1633,1,230180
5517006011,127 S OXFORD AVE,90004,Residential,1953,4480,8,1128000
5517013023,4218 W 2ND ST,90004,Residential,1910,1649,2,623499
5517010041,124 N OXFORD AVE,90004,Residential,1970,30081,39,4400547
5517012011,152 S SERRANO AVE,90004,Residential,1908,5492,1,1300510
5517009023,161 S SERRANO AVE,90004,Residential,1908,1381,1,505434
5517013020,4217 W 3RD ST,90020,Commercial,1963,3561,0,775068
5517014008, ,0,Residential,0,0,0,236292
5517015019,138 S HOBART BLVD,90004,Residential,1910,1914,1,931710
5517016020,128 N HOBART BLVD,90004,Residential,1915,1607,1,212367
5517005018,223 N OXFORD AVE,90004,Institutional,1926,11708,0,1475459
5517009009,146 S OXFORD AVE,90004,Residential,1956,7316,9,429301
